id,topic,stance,substance,source,line
261,abortion,Con,c-kill,Q10,"Even though they are not technically ""alive"" yet, so to say; it is still killing a baby. All those masses of babies killed is like premature genocide and should be illegal by mind, spirit and by law."
262,abortion,Pro,p-not_human,Q11,"A fetus is NOT a human, just a mass﻿ of tissue"
263,abortion,Con,c-baby_right,T44,"Therefore, you reuse to give life to something that would've been a person.   Had the fetus not been terminated, it could've had so much potential. It would grow up to be a child."
264,abortion,Pro,p-right,T45,"Sure a fetus could be a person, but the mother is already a person and her wants and needs outweigh a possible person."
265,abortion,Con,c-kill,E6,"abortion is murder,"
266,abortion,Con,c-baby_right,E6,"Even if the fetus is not alive, why terminate it?"
267,abortion,Con,c-sex,E6,"However, the most common abortion is resulting from people being careless and stupid, not rape."
268,abortion,Pro,p-mother_danger,N26,"If the person was raped or could die from the pregnancy, I can understand."
269,abortion,Con,c-sex,N26,"But honestly, people should never get an abortion if they are just too irresponsible."
270,abortion,Con,c-adopt,R37,"If you can't handle having a child then let someone adopt it, don't kill it!"
271,abortion,Con,c-kill,R37,Abortion is just wrong.
272,abortion,Con,c-baby_right,R37,Why kill someone that has done nothing wrong? The baby should not have to pay for your mistakes.
273,abortion,Con,c-sex,R37,"If you think you are old enough to have sex then you better be old enough and ready to deal with the possible consequences of having sex. There is always that possibility of becoming pregnant, so if you have sex and get pregnant deal with it!!"
274,abortion,Pro,p-not_human,R36,"Sure, the fetus has the potential to one day be like me, but right now it is not."
275,abortion,Con,c-kill,B24,killing human beings
276,abortion,Con,c-kill,B25," Otherwise, it's straight murder."
277,abortion,Pro,p-other,M48,"the American Psychological Association found that stress was greatest prior to an abortion, and that there was no evidence of post-abortion syndrome."
278,abortion,Con,c-baby_right,M49,a fetus will eventually develop a brain and demonstrate sapience.
279,abortion,Con,c-sex,M49,A mother in the majority of causes is liable for the situation. She is undeniably creating human life(which is indeed distinct from human person) only to destroy it.
280,abortion,Pro,p-right,E16,". People should be given the choice to abort their babies, and whether that is morally right or wrong is then their choice, which it should be; we determine what right and wrong is anyway so everyone should be able to make their own choice."
281,abortion,Pro,p-not_human,E17," Prior to consciousness the fetus is a fetus, not having moral agency because it lacks the sufficient condition of personhood."
282,abortion,Pro,p-baby_ill_treatment,E17, the potential life of the child has a 98-99% chance of being very impoverished both developmentally and with regards to being a productive member of society. The potential life will likely suck a lot.
283,abortion,Pro,p-not_human,F12, A fetus in the early stages of development is really just a soup of cells lumped together in one spot. It doesn't have the ability to think or feel pain as it doesn't have a brain yet.
284,abortion,Pro,p-not_murder,F12,Abortion isn't killing babies like most people think.
285,abortion,Pro,p-rape,F12," If a woman had been raped and got pregnant as a result of that, she has all the right to abort if she wants to."
286,abortion,Pro,p-baby_ill_treatment,F12,some people say adoption but a lot of kids spend their whole lives in a shelter because nobody adopted them.
287,abortion,Con,c-baby_right,K19,"It will still come to feel pain, think comprehend, and has more life ahead of him/her then a 12 year old."
288,abortion,Pro,p-not_human,C46," I do not believe it possible that a foetus has developed all of these aspects of feeling yet, when an infant appears to lack them except in the most rudimentary stages."
289,abortion,Pro,p-birth_ctrl,A20,"If wearing a condom only prevents the fertilization of an egg, doesn't it also stop the fetus from being made? There isn't much difference in ending it and not letting it start."
290,abortion,Con,c-baby_right,A21,We happen to be talking about the life of a human
291,abortion,Con,c-kill,O44,It's basically a murder.
292,abortion,Con,c-baby_right,O44,"Those were supposed t be future children and just because of silly ""parents"" they weren't given a chance to live."
293,abortion,Pro,p-not_human,M22,"Everything that makes us what we are comes from our brain, but what's aborted in the vast majority of cases has NO brain. In many cases what's aborted is a microscopic bit of cells."
294,abortion,Con,c-bad_4_mom,O45,"I don't think that aborting is the easiest thing, what u can do, because it cause many problems with health."
295,abortion,Con,c-kill,O45,Abortion is like a murder as it is the act of taking human life.
296,abortion,Con,c-baby_right,O45,"nobody permitted to harm or take the life of another person( but it is not stranger, it is your own child)."
297,abortion,Con,c-kill,J10, Abortion is ending a human life
298,abortion,Pro,p-other,J11,we have no reason to believe that abortion is morally wrong.
299,abortion,Pro,p-sick_mom,X9,If you want an abortion because you don't think you are ready to support a child because of your youth you have a valid point.
300,abortion,Pro,p-right,X9,I am pro-choice because i don't think it is just to force someone into those statistics.
301,abortion,Con,c-baby_right,G4,I believe that everyone has a right to live.
302,abortion,Con,c-sex,G4,What if a woman who has unprotected sex and knows the consequences of her actions but later decides she wants an abortion?
303,abortion,Con,c-kill,X8,"Does it not go against all reason that person A should have the right to kill person B, if person A finds person B's continued existence to be inconvenient?"
304,abortion,Con,c-baby_right,X8,"A woman may have a right to her body, but by choosing abortion she's affecting the rights of another persons body as well - the child's."
305,abortion,Con,c-bad_4_mom,U26,YOU WILL HAVE TO LIVE WITH THE GUILT FOREVER!!!!!!!
306,abortion,Con,c-kill,U26,KILLING A INNOCENT BABY ISN'T GONNA JUST GO AWAY LIKE A RAINY DAY!!!!
307,abortion,Con,c-sex,U26,IF YOU WERE GROWN ENOUGH TO SPREAD YOUR FUCKING LEGS THEN YOU ARE GROWN ENOUGH TO TAKE THE RESPONSIBILITY OF YOUR FUCKING KID!
308,abortion,Con,c-bad_4_mom,U27,That is soo true living with the guilt forever know you murder you child
309,abortion,Pro,p-not_human,R14,Babies in the womb are not thinking and do not have brain function other than to keep their organs functioning.
310,abortion,Pro,p-mother_danger,R14,"People all need to realize that if a baby is not going to make it, the mother is not going to make it, or both aren't going to make it through birth. By disallowing the option of abortion to that mother, not only do you deny the mother who will die the right to Live but also you deny that baby a mother."
311,abortion,Pro,p-not_human,R15,I believe early abortions are ethically sound because all you have at that point is a clump of cells -- not a human being.
312,abortion,Con,c-kill,R15,Killing a developed fetus is murder.
313,abortion,Con,c-baby_right,R15,I believe late abortions are wrong because at that point you have an almost fully developed human capable of thought and feeling.
314,abortion,Con,c-adopt,Y24,A life that many families are dieing to take care of because they cannot have children of their own.
315,abortion,Con,c-baby_right,Y24,"True however, we were all a fetus at one time, therefore, it is the beginning of life."
